,location,size,total_sqft,bath,price
5251,NRI Layout,2.0,1250.0,2.0,75.0
5252,NRI Layout,3.0,1789.0,3.0,75.0
5253,NRI Layout,3.0,1731.0,3.0,64.11
5254,NRI Layout,2.0,2400.0,2.0,125.0
5255,NRI Layout,4.0,2700.0,5.0,95.75
5256,Nagarbhavi,3.0,1630.0,2.0,98.0
5258,Nagarbhavi,2.0,1200.0,2.0,150.0
5259,Nagarbhavi,3.0,1523.0,2.0,53.4
5261,Nagarbhavi,1.0,884.0,2.0,36.0
5262,Nagarbhavi,2.0,1055.0,2.0,55.0
5263,Nagarbhavi,3.0,1350.0,2.0,54.6
5264,Nagarbhavi,2.0,1223.0,2.0,60.0
5265,Nagarbhavi,2.0,956.0,2.0,49.0
5266,Nagarbhavi,3.0,1560.0,3.0,66.0
5267,Nagarbhavi,2.0,1200.0,2.0,150.0
5268,Nagarbhavi,3.0,1400.0,2.0,85.0
5269,Nagarbhavi,3.0,1515.0,2.0,79.0
5270,Nagarbhavi,2.0,1145.0,2.0,40.0
5271,Nagarbhavi,1.0,300.0,1.0,20.0
5273,Nagarbhavi,1.0,710.0,2.0,40.0
5274,Nagarbhavi,3.0,1850.0,3.0,88.0
5275,Nagarbhavi,2.0,1212.0,2.0,50.0
5276,Nagarbhavi,2.0,1020.0,2.0,55.0
5277,Nagarbhavi,3.0,1850.0,3.0,90.0
5278,Nagarbhavi,2.0,1120.0,2.0,53.0
5279,Nagarbhavi,3.0,1850.0,2.0,88.0
5280,Nagarbhavi,2.0,1146.0,2.0,50.0
5281,Nagarbhavi,3.0,1850.0,2.0,89.0
5282,Nagarbhavi,2.0,1190.0,2.0,63.0
5283,Nagarbhavi,3.0,1523.0,2.0,56.0
5284,Nagarbhavi,2.0,1050.0,2.0,80.0
5285,Nagarbhavi,5.0,2500.0,3.0,180.0
5286,Nagarbhavi,3.0,1350.0,3.0,60.0
5287,Nagarbhavi,2.0,1250.0,3.0,170.0
5288,Nagarbhavi,3.0,1635.0,3.0,85.0
5290,Nagarbhavi,3.0,2200.0,2.0,99.0
5291,Nagarbhavi,2.0,1100.0,2.0,46.2
5292,Nagarbhavi,2.0,1080.0,2.0,49.0
5294,Nagarbhavi,2.0,1225.0,2.0,58.0
5295,Nagasandra,2.0,980.0,2.0,48.0
5296,Nagasandra,4.0,2400.0,4.0,145.0
5297,Nagasandra,4.0,7000.0,8.0,450.0
5298,Nagasandra,3.0,1650.0,3.0,95.0
5299,Nagasandra,2.0,1500.0,2.0,91.0
5300,Nagavara,1.0,400.0,1.0,14.0
5301,Nagavara,4.0,2172.65,3.0,120.0
5302,Nagavara,3.0,1545.0,2.0,58.0
5305,Nagavara,2.0,936.0,2.0,40.2
5306,Nagavara,2.0,1125.0,2.0,44.5
5307,Nagavara,2.0,1315.0,2.0,70.0
5308,Nagavara,2.0,1077.0,2.0,50.0
5309,Nagavara,4.0,2496.0,4.0,125.0
5310,Nagavara,2.0,1110.0,2.0,44.95
5311,Nagavara,2.0,1247.0,2.0,58.56
5312,Nagavarapalya,2.0,1392.0,2.0,99.0
5313,Nagavarapalya,1.0,705.0,1.0,52.5
5314,Nagavarapalya,3.0,1300.0,3.0,80.0
5315,Nagavarapalya,1.0,705.0,1.0,57.0
5316,Nagavarapalya,1.0,705.0,1.0,55.0
5317,Nagavarapalya,1.0,705.0,1.0,57.0
5318,Nagavarapalya,2.0,1335.0,2.0,110.0
5319,Nagavarapalya,2.0,1260.0,2.0,85.5
5320,Narayanapura,2.0,1308.0,2.0,89.04
5321,Narayanapura,3.0,1566.0,3.0,83.3
5322,Narayanapura,3.0,1485.0,3.0,85.0
5323,Narayanapura,2.0,1302.0,2.0,69.1
5324,Narayanapura,2.0,1308.0,2.0,89.04
5325,Narayanapura,3.0,2357.0,3.0,135.0
5326,Narayanapura,3.0,2357.0,3.0,135.0
5327,Narayanapura,2.0,1469.0,2.0,99.14
5328,Neeladri Nagar,2.0,1053.0,2.0,45.0
5329,Neeladri Nagar,2.0,1363.0,2.0,68.0
5330,Neeladri Nagar,3.0,2556.0,3.0,133.0
5331,Neeladri Nagar,1.0,674.0,1.0,21.0
5332,Neeladri Nagar,1.0,527.0,1.0,26.0
5333,Neeladri Nagar,3.0,1167.0,2.0,38.0
5334,Neeladri Nagar,2.0,1060.0,2.0,35.0
5335,Neeladri Nagar,1.0,640.0,1.0,20.5
5336,Neeladri Nagar,10.0,4000.0,12.0,160.0
5337,Neeladri Nagar,2.0,1105.0,2.0,30.0
5338,Neeladri Nagar,2.0,1100.0,2.0,30.0
5339,Neeladri Nagar,3.0,2111.0,3.0,103.0
5340,Nehru Nagar,3.0,1775.0,3.0,110.0
5341,Nehru Nagar,4.0,2363.0,5.0,120.0
5342,Nehru Nagar,4.0,2342.0,3.0,115.0
5343,Nehru Nagar,2.0,967.0,2.0,41.1
5344,Nehru Nagar,3.0,1374.0,3.0,72.0
5345,Nehru Nagar,3.0,1674.0,3.0,90.0
5346,Nehru Nagar,3.0,1269.0,2.0,63.0
5347,Nehru Nagar,2.0,1100.0,2.0,50.0
5348,Nehru Nagar,3.0,1674.0,3.0,81.0
5350,OMBR Layout,2.0,1078.0,2.0,65.0
5351,OMBR Layout,2.0,1101.0,2.0,65.5
5352,OMBR Layout,2.0,1041.0,2.0,65.5
5353,OMBR Layout,2.0,1300.0,2.0,80.0
5354,OMBR Layout,5.0,2400.0,5.0,275.0
5355,OMBR Layout,2.0,1085.0,2.0,64.0
5357,OMBR Layout,2.0,1050.0,2.0,48.0
5358,OMBR Layout,3.0,1730.0,3.0,93.0
5359,OMBR Layout,2.0,1165.0,2.0,88.5
5360,OMBR Layout,2.0,1101.0,2.0,66.0
5361,OMBR Layout,4.0,3400.0,4.0,275.0
5362,OMBR Layout,3.0,1580.0,3.0,75.0
5363,Old Airport Road,4.0,2732.0,4.0,204.0
5364,Old Airport Road,3.0,1875.0,2.0,110.0
5365,Old Airport Road,4.0,3356.0,4.0,251.0
5366,Old Airport Road,2.0,1206.0,2.0,75.0
5367,Old Airport Road,4.0,2774.0,4.0,207.0
5368,Old Airport Road,4.0,2690.0,4.0,191.0
5369,Old Airport Road,4.0,2690.0,4.0,199.0
5370,Old Airport Road,2.0,1655.0,2.0,97.65
5371,Old Airport Road,2.0,1075.0,2.0,60.0
5373,Old Airport Road,2.0,1150.0,2.0,90.0
5374,Old Airport Road,4.0,2690.0,4.0,191.0
5375,Old Airport Road,4.0,2658.0,5.0,187.0
5376,Old Airport Road,2.0,946.0,2.0,58.0
5377,Old Airport Road,4.0,2774.0,4.0,208.0
5378,Old Airport Road,4.0,2774.0,4.0,208.0
5379,Old Airport Road,4.0,3200.0,4.0,280.0
5380,Old Airport Road,4.0,2690.0,4.0,201.0
5381,Old Airport Road,2.0,1145.0,2.0,75.0
5382,Old Airport Road,4.0,2732.0,4.0,194.0
5383,Old Airport Road,4.0,2658.0,5.0,189.0
5384,Old Airport Road,4.0,2774.0,4.0,197.0
5385,Old Airport Road,4.0,3496.0,4.0,262.0
5386,Old Airport Road,4.0,2774.0,4.0,197.0
5387,Old Airport Road,4.0,2732.0,4.0,204.0
5389,Old Airport Road,4.0,2774.0,4.0,208.0
5390,Old Airport Road,2.0,1184.0,2.0,78.0
5391,Old Airport Road,4.0,3504.0,4.0,262.0
5392,Old Airport Road,2.0,1055.0,2.0,75.0
5395,Old Madras Road,4.0,3630.0,6.0,195.0
5396,Old Madras Road,3.0,1350.0,3.0,58.99
5397,Old Madras Road,2.0,935.0,2.0,45.0
5398,Old Madras Road,4.0,3715.0,6.0,200.5
5400,Old Madras Road,2.0,1200.0,2.0,72.0
5401,Old Madras Road,2.0,1225.0,2.0,53.55
5402,Old Madras Road,2.0,1100.0,2.0,70.0
5404,Old Madras Road,2.0,1171.0,2.0,75.0
5405,Old Madras Road,2.0,935.0,2.0,45.0
5407,Old Madras Road,3.0,2640.0,5.0,142.0
5408,Old Madras Road,2.0,1065.0,2.0,47.86
5410,Old Madras Road,4.0,2010.0,3.0,115.0
5413,Old Madras Road,2.0,1210.0,2.0,74.0
5414,Old Madras Road,2.0,1171.0,2.0,72.0
5415,Old Madras Road,4.0,3630.0,6.0,196.0
5417,Old Madras Road,3.0,1425.0,2.0,74.31
5418,Old Madras Road,2.0,1210.0,2.0,80.0
5421,Old Madras Road,4.0,4000.0,4.0,225.0
5422,Old Madras Road,4.0,3900.0,4.0,175.0
5424,Old Madras Road,4.0,3630.0,6.0,207.0
5425,Old Madras Road,2.0,1210.0,2.0,80.0
5426,Old Madras Road,2.0,1210.0,2.0,77.0
5428,Old Madras Road,4.0,3715.0,6.0,212.5
5429,Old Madras Road,2.0,1330.0,2.0,74.0
5433,Old Madras Road,3.0,1530.0,3.0,76.34
5434,Old Madras Road,2.0,1171.0,2.0,73.0
5436,Old Madras Road,2.0,1165.0,2.0,52.0
5437,Old Madras Road,2.0,2640.0,2.0,170.0
5438,Old Madras Road,2.0,1165.0,2.0,51.42
5439,Padmanabhanagar,2.0,1020.0,2.0,63.0
5440,Padmanabhanagar,2.0,1176.0,2.0,62.0
5441,Padmanabhanagar,2.0,1258.0,2.0,115.0
5442,Padmanabhanagar,3.0,1708.0,2.0,90.5
5443,Padmanabhanagar,2.0,1100.0,2.0,65.0
5445,Padmanabhanagar,3.0,1531.0,2.0,75.0
5446,Padmanabhanagar,3.0,1400.0,3.0,65.0
5447,Padmanabhanagar,3.0,1360.0,2.0,75.0
5449,Padmanabhanagar,2.0,1200.0,2.0,60.0
5450,Padmanabhanagar,3.0,1710.0,2.0,90.63
5451,Padmanabhanagar,2.0,1000.0,1.0,90.0
5452,Padmanabhanagar,2.0,1067.0,2.0,52.0
5453,Padmanabhanagar,3.0,1250.0,2.0,70.0
5454,Padmanabhanagar,3.0,1350.0,3.0,71.55
5455,Padmanabhanagar,3.0,1360.0,3.0,75.0
5456,Padmanabhanagar,2.0,1100.0,2.0,60.0
5459,Pai Layout,2.0,1006.0,2.0,35.0
5461,Pai Layout,2.0,1050.0,2.0,40.0
5463,Pai Layout,2.0,1100.0,2.0,50.0
5464,Pai Layout,2.0,1255.0,2.0,80.0
5465,Pai Layout,2.0,1075.0,2.0,35.0
5466,Pai Layout,2.0,1400.0,2.0,57.5
5467,Pai Layout,2.0,1175.0,2.0,60.0
5468,Pai Layout,2.0,810.0,2.0,34.5
5469,Pai Layout,2.0,1000.0,2.0,34.0
5470,Pai Layout,2.0,1000.0,2.0,42.0
5471,Pai Layout,6.0,3800.0,6.0,175.0
5472,Pai Layout,2.0,1068.0,2.0,48.0
5474,Pai Layout,3.0,1500.0,2.0,58.0
5475,Pai Layout,3.0,1600.0,2.0,65.0
5476,Panathur,2.0,1359.0,2.0,87.0
5477,Panathur,2.0,1438.0,2.0,100.0
5479,Panathur,3.0,1695.0,3.0,90.0
5480,Panathur,2.0,1198.0,2.0,77.0
5481,Panathur,2.0,1180.0,2.0,70.0
5483,Panathur,3.0,1370.0,2.0,75.0
5484,Panathur,2.0,1000.0,2.0,65.3
5485,Panathur,2.0,1109.0,2.0,63.0
5486,Panathur,2.0,1000.0,2.0,68.0
5487,Panathur,2.0,1255.0,2.0,79.0
5488,Panathur,2.0,1205.0,2.0,62.9
5489,Panathur,2.0,1198.0,2.0,82.0
5490,Panathur,2.0,1235.0,2.0,65.0
5491,Panathur,2.0,1210.0,2.0,80.0
5492,Panathur,2.0,1210.0,2.0,77.0
5493,Panathur,1.0,661.0,1.0,40.0
5495,Panathur,2.0,1210.0,2.0,78.0
5496,Panathur,3.0,1861.0,3.0,92.0
5497,Panathur,2.0,1050.0,2.0,60.0
5498,Panathur,2.0,1398.0,2.0,97.0
5499,Panathur,2.0,1065.0,2.0,58.0
5500,Panathur,2.0,1007.0,2.0,64.0
5501,Panathur,2.0,1210.0,2.0,77.93
5502,Panathur,2.0,1230.0,2.0,80.0
5503,Panathur,2.0,980.0,2.0,57.0
5504,Panathur,2.0,1075.0,2.0,60.0
5505,Panathur,2.0,1210.0,2.0,69.0
5506,Panathur,2.0,1343.0,2.0,76.0
5507,Parappana Agrahara,2.0,1194.0,2.0,47.0
5508,Parappana Agrahara,2.0,1194.0,2.0,47.0
5509,Parappana Agrahara,2.0,1194.0,2.0,46.0
5510,Parappana Agrahara,2.0,1194.0,2.0,47.0
5511,Parappana Agrahara,2.0,1194.0,2.0,46.0
5512,Parappana Agrahara,2.0,1194.0,2.0,47.0
5513,Parappana Agrahara,2.0,1194.0,2.0,47.0
5514,Parappana Agrahara,2.0,1092.0,2.0,43.0
5515,Parappana Agrahara,2.0,1194.0,2.0,45.0
5516,Parappana Agrahara,1.0,1200.0,1.0,45.0
5517,Parappana Agrahara,2.0,1194.0,2.0,46.0
5518,Parappana Agrahara,2.0,1194.0,2.0,47.0
5519,Parappana Agrahara,2.0,1194.0,2.0,47.0
5520,Parappana Agrahara,2.0,1194.0,2.0,46.0
5521,Parappana Agrahara,2.0,1194.0,2.0,46.0
5523,Pattandur Agrahara,2.0,1025.0,2.0,44.5
5524,Pattandur Agrahara,2.0,1247.0,2.0,59.8
5525,Pattandur Agrahara,2.0,900.0,2.0,42.0
5526,Pattandur Agrahara,2.0,1302.0,2.0,66.0
5528,Pattandur Agrahara,2.0,1247.0,2.0,62.35
5529,Pattandur Agrahara,2.0,1350.0,2.0,68.0
5530,Poorna Pragna Layout,2.0,920.0,2.0,39.55
5531,Poorna Pragna Layout,3.0,1475.0,2.0,58.99
5532,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5533,Poorna Pragna Layout,2.0,1160.0,2.0,46.39
5534,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5535,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5536,Poorna Pragna Layout,2.0,965.0,2.0,48.0
5537,Poorna Pragna Layout,3.0,1355.0,2.0,58.25
5538,Poorna Pragna Layout,3.0,1355.0,2.0,58.27
5539,Poorna Pragna Layout,3.0,1475.0,2.0,58.99
5540,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5541,Poorna Pragna Layout,2.0,1160.0,2.0,46.39
5542,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5543,Poorna Pragna Layout,2.0,1160.0,2.0,46.39
5544,Poorna Pragna Layout,3.0,1475.0,2.0,58.99
5545,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5546,Poorna Pragna Layout,2.0,960.0,2.0,50.0
5547,Poorna Pragna Layout,3.0,1270.0,2.0,50.79
5548,Prithvi Layout,4.0,2028.0,4.0,162.0
5549,Prithvi Layout,2.0,1352.0,2.0,87.5
5550,Prithvi Layout,2.0,1190.0,2.0,68.0
5551,Prithvi Layout,2.0,1352.0,2.0,85.0
5552,Prithvi Layout,2.0,1352.0,2.0,75.0
5554,Prithvi Layout,2.0,1352.0,3.0,93.0
5556,Prithvi Layout,2.0,1352.0,2.0,72.0
5557,Prithvi Layout,3.0,2100.0,3.0,125.0
5558,R.T. Nagar,4.0,1500.0,4.0,70.0
5559,R.T. Nagar,2.0,1200.0,2.0,120.0
5560,R.T. Nagar,3.0,1560.0,3.0,85.0
5561,R.T. Nagar,2.0,1040.0,2.0,46.0
5562,R.T. Nagar,2.0,1200.0,2.0,45.0
5563,R.T. Nagar,2.0,1235.0,2.0,65.0
5565,R.T. Nagar,2.0,970.0,2.0,55.0
5567,R.T. Nagar,2.0,1200.0,2.0,60.0
5568,R.T. Nagar,3.0,1680.0,3.0,72.0
5569,R.T. Nagar,3.0,1400.0,2.0,78.0
5571,R.T. Nagar,2.0,1100.0,3.0,125.0
5572,R.T. Nagar,2.0,1150.0,2.0,72.0
5574,R.T. Nagar,9.0,3600.0,8.0,165.0
5575,R.T. Nagar,2.0,1080.0,2.0,48.0
5576,R.T. Nagar,2.0,1325.0,2.0,52.0
5577,R.T. Nagar,4.0,1800.0,3.0,120.0
5579,R.T. Nagar,3.0,1500.0,2.0,70.0
5580,R.T. Nagar,2.0,1100.0,2.0,85.0
5582,Rachenahalli,2.0,1050.0,2.0,52.07
5583,Rachenahalli,3.0,1530.0,2.0,74.5
5584,Rachenahalli,2.0,1050.0,2.0,55.5
5585,Rachenahalli,3.0,1530.0,2.0,74.4
5586,Rachenahalli,2.0,1050.0,2.0,53.5
5587,Rachenahalli,3.0,1530.0,2.0,74.39
5588,Rachenahalli,2.0,1220.0,2.0,59.5
5589,Rachenahalli,2.0,1050.0,2.0,52.5
5590,Rachenahalli,3.0,1550.0,3.0,73.5
5591,Rachenahalli,3.0,2721.0,3.0,113.0
5592,Rachenahalli,2.0,1050.0,2.0,52.1
5593,Rachenahalli,2.0,1050.0,2.0,53.5
5594,Rachenahalli,2.0,1113.0,2.0,55.0
5596,Rachenahalli,3.0,1550.0,3.0,74.5
5597,Rachenahalli,3.0,1530.0,2.0,74.4
5598,Rachenahalli,3.0,1530.0,2.0,74.5
5599,Rachenahalli,1.0,680.0,1.0,32.64
5600,Rachenahalli,2.0,1050.0,2.0,52.5
5601,Rachenahalli,3.0,1550.0,3.0,72.5
5602,Rachenahalli,3.0,1530.0,2.0,74.4
5603,Rachenahalli,1.0,690.0,1.0,39.8
5604,Rachenahalli,2.0,1200.0,2.0,50.0
5605,Rachenahalli,2.0,1050.0,2.0,47.25
5606,Rachenahalli,2.0,1050.0,2.0,55.5
5607,Rachenahalli,2.0,985.0,2.0,49.97
5608,Rachenahalli,2.0,1050.0,2.0,52.5
5609,Rachenahalli,2.0,1050.0,2.0,52.08
5610,Rachenahalli,3.0,1550.0,3.0,72.5
5611,Rachenahalli,2.0,1050.0,2.0,52.07
5612,Rachenahalli,3.0,1530.0,2.0,74.4
5613,Rachenahalli,2.0,1050.0,2.0,52.08
5614,Rachenahalli,2.0,985.0,2.0,49.97
5616,Rachenahalli,2.0,1050.0,2.0,52.5
5617,Rachenahalli,2.0,985.0,2.0,50.17
5619,Rachenahalli,3.0,1550.0,3.0,68.5
5620,Rachenahalli,3.0,1550.0,2.0,73.5
5621,Rachenahalli,2.0,985.0,2.0,50.17
5622,Rachenahalli,2.0,1050.0,2.0,52.71
5623,Raja Rajeshwari Nagar,3.0,1540.0,3.0,60.0
5624,Raja Rajeshwari Nagar,3.0,1693.0,3.0,57.39
5625,Raja Rajeshwari Nagar,2.0,1295.0,2.0,43.9
5626,Raja Rajeshwari Nagar,2.0,1145.0,2.0,45.79
5627,Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.1
5628,Raja Rajeshwari Nagar,2.0,1295.0,2.0,55.47
5629,Raja Rajeshwari Nagar,2.0,1133.0,2.0,49.07
5630,Raja Rajeshwari Nagar,2.0,1090.0,2.0,42.0
5631,Raja Rajeshwari Nagar,2.0,1260.0,2.0,67.39
5632,Raja Rajeshwari Nagar,2.0,1141.0,2.0,38.55
5633,Raja Rajeshwari Nagar,2.0,1140.0,2.0,49.39
5634,Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.79
5635,Raja Rajeshwari Nagar,1.0,600.0,1.0,22.0
5637,Raja Rajeshwari Nagar,1.0,500.0,1.0,25.0
5638,Raja Rajeshwari Nagar,2.0,1143.0,2.0,38.65
5640,Raja Rajeshwari Nagar,2.0,1105.0,2.0,65.0
5641,Raja Rajeshwari Nagar,3.0,1693.0,3.0,57.39
5642,Raja Rajeshwari Nagar,2.0,1258.0,2.0,63.53
5643,Raja Rajeshwari Nagar,2.0,1128.0,2.0,38.24
5644,Raja Rajeshwari Nagar,2.0,1157.0,2.0,53.8
5645,Raja Rajeshwari Nagar,2.0,1185.0,2.0,47.39
5646,Raja Rajeshwari Nagar,3.0,1530.0,3.0,57.0
5647,Raja Rajeshwari Nagar,3.0,1530.0,3.0,61.2
5648,Raja Rajeshwari Nagar,2.0,1030.0,2.0,50.0
5649,Raja Rajeshwari Nagar,2.0,1144.0,2.0,38.55
5650,Raja Rajeshwari Nagar,2.0,1196.0,2.0,51.51
5652,Raja Rajeshwari Nagar,2.0,1168.0,2.0,61.0
5653,Raja Rajeshwari Nagar,2.0,1306.0,2.0,55.91
5655,Raja Rajeshwari Nagar,3.0,1530.0,3.0,51.87
5657,Raja Rajeshwari Nagar,2.0,1200.0,2.0,35.0
5658,Raja Rajeshwari Nagar,2.0,1151.0,2.0,39.02
5660,Raja Rajeshwari Nagar,3.0,1580.0,3.0,53.56
5661,Raja Rajeshwari Nagar,2.0,1196.0,2.0,51.15
5662,Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.0
5663,Raja Rajeshwari Nagar,3.0,1560.0,2.0,62.4
5664,Raja Rajeshwari Nagar,2.0,1295.0,2.0,70.0
5665,Raja Rajeshwari Nagar,1.0,648.0,1.0,31.75
5666,Raja Rajeshwari Nagar,2.0,1100.0,2.0,55.0
5667,Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.55
5668,Raja Rajeshwari Nagar,2.0,1090.0,2.0,43.59
5669,Raja Rajeshwari Nagar,3.0,1530.0,3.0,51.77
5670,Raja Rajeshwari Nagar,2.0,1023.0,2.0,42.0
5671,Raja Rajeshwari Nagar,2.0,1070.0,2.0,50.0
5672,Raja Rajeshwari Nagar,3.0,1510.0,2.0,59.0
5673,Raja Rajeshwari Nagar,8.0,4800.0,8.0,225.0
5674,Raja Rajeshwari Nagar,2.0,1128.0,2.0,48.79
5675,Raja Rajeshwari Nagar,2.0,1267.0,2.0,42.85
5676,Raja Rajeshwari Nagar,1.0,550.0,1.0,21.0
5677,Raja Rajeshwari Nagar,2.0,1120.0,2.0,37.95
5678,Raja Rajeshwari Nagar,2.0,1608.0,2.0,85.0
5679,Raja Rajeshwari Nagar,2.0,1210.0,2.0,45.0
5680,Raja Rajeshwari Nagar,2.0,1240.0,2.0,53.27
5682,Raja Rajeshwari Nagar,2.0,1165.0,2.0,45.0
5684,Raja Rajeshwari Nagar,2.0,1120.0,2.0,37.97
5685,Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.65
5686,Raja Rajeshwari Nagar,2.0,1095.0,2.0,38.33
5688,Raja Rajeshwari Nagar,2.0,1303.0,2.0,44.17
5689,Raja Rajeshwari Nagar,3.0,1580.0,3.0,53.56
5690,Raja Rajeshwari Nagar,2.0,1185.0,2.0,40.17
5691,Raja Rajeshwari Nagar,2.0,1140.0,2.0,49.27
5692,Raja Rajeshwari Nagar,3.0,1430.0,2.0,50.0
5693,Raja Rajeshwari Nagar,2.0,1095.0,2.0,38.33
5694,Raja Rajeshwari Nagar,2.0,1235.0,2.0,75.0
5696,Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.79
5697,Raja Rajeshwari Nagar,2.0,1162.0,2.0,65.0
5698,Raja Rajeshwari Nagar,2.0,1133.0,2.0,38.41
5699,Raja Rajeshwari Nagar,2.0,1151.0,2.0,49.0
5700,Raja Rajeshwari Nagar,2.0,1267.0,2.0,54.35
5701,Raja Rajeshwari Nagar,3.0,1550.0,3.0,52.45
5702,Raja Rajeshwari Nagar,2.0,1100.0,2.0,50.0
5703,Raja Rajeshwari Nagar,2.0,1185.0,2.0,40.17
5704,Raja Rajeshwari Nagar,3.0,1751.0,3.0,72.0
5705,Raja Rajeshwari Nagar,2.0,1306.0,2.0,44.17
5706,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.44
5707,Raja Rajeshwari Nagar,2.0,1178.0,2.0,75.0
5708,Raja Rajeshwari Nagar,2.0,1128.0,2.0,40.0
5709,Raja Rajeshwari Nagar,2.0,1151.0,2.0,39.0
5710,Raja Rajeshwari Nagar,3.0,1375.0,2.0,54.99
5712,Raja Rajeshwari Nagar,2.0,1060.0,2.0,48.0
5713,Raja Rajeshwari Nagar,6.0,3900.0,6.0,195.0
5714,Raja Rajeshwari Nagar,2.0,1128.0,2.0,48.79
5715,Raja Rajeshwari Nagar,3.0,1400.0,2.0,48.0
5716,Raja Rajeshwari Nagar,2.0,1170.0,2.0,50.0
5717,Raja Rajeshwari Nagar,3.0,1625.0,2.0,54.0
5718,Raja Rajeshwari Nagar,2.0,1185.0,2.0,51.15
5719,Raja Rajeshwari Nagar,2.0,1255.0,2.0,53.87
5720,Raja Rajeshwari Nagar,2.0,1419.0,2.0,60.42
5722,Raja Rajeshwari Nagar,9.0,3600.0,9.0,240.0
5723,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
5724,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
5725,Raja Rajeshwari Nagar,3.0,1630.0,3.0,60.65
5726,Raja Rajeshwari Nagar,3.0,1531.0,3.0,51.77
5727,Raja Rajeshwari Nagar,2.0,1160.0,2.0,70.0
5728,Raja Rajeshwari Nagar,2.0,1133.0,2.0,38.37
5729,Raja Rajeshwari Nagar,2.0,1140.0,2.0,48.7
5730,Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.65
5731,Raja Rajeshwari Nagar,2.0,1140.0,2.0,38.55
5732,Raja Rajeshwari Nagar,2.0,1295.0,2.0,55.47
5733,Raja Rajeshwari Nagar,2.0,1133.0,2.0,40.0
5734,Raja Rajeshwari Nagar,3.0,1510.0,2.0,55.0
5736,Raja Rajeshwari Nagar,2.0,1400.0,2.0,45.0
5737,Raja Rajeshwari Nagar,2.0,1110.0,2.0,52.0
5739,Raja Rajeshwari Nagar,3.0,1608.0,3.0,54.51
5741,Raja Rajeshwari Nagar,3.0,1500.0,3.0,51.04
5742,Raja Rajeshwari Nagar,2.0,1185.0,2.0,51.15
5743,Raja Rajeshwari Nagar,2.0,1295.0,2.0,43.9
5745,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
5746,Raja Rajeshwari Nagar,2.0,1240.0,2.0,40.54
5747,Raja Rajeshwari Nagar,2.0,1090.0,2.0,57.0
5748,Raja Rajeshwari Nagar,2.0,1240.0,2.0,42.04
5752,Raja Rajeshwari Nagar,3.0,1529.0,3.0,51.77
5753,Raja Rajeshwari Nagar,2.0,1295.0,2.0,55.47
5755,Raja Rajeshwari Nagar,2.0,1090.0,2.0,57.0
5756,Raja Rajeshwari Nagar,2.0,945.0,2.0,45.0
5757,Raja Rajeshwari Nagar,2.0,1303.0,2.0,55.78
5758,Raja Rajeshwari Nagar,8.0,3450.0,7.0,225.0
5759,Raja Rajeshwari Nagar,2.0,1419.0,2.0,48.1
5761,Raja Rajeshwari Nagar,2.0,1270.0,2.0,62.0
5762,Raja Rajeshwari Nagar,2.0,1250.0,2.0,68.0
5764,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
5766,Raja Rajeshwari Nagar,2.0,1050.0,2.0,37.0
5768,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
5770,Raja Rajeshwari Nagar,2.0,1168.0,2.0,66.0
5772,Raja Rajeshwari Nagar,2.0,1157.0,2.0,65.0
5773,Raja Rajeshwari Nagar,2.0,1206.0,2.0,40.7
5774,Raja Rajeshwari Nagar,2.0,1000.0,2.0,50.0
5777,Raja Rajeshwari Nagar,3.0,1571.0,3.0,53.12
5778,Raja Rajeshwari Nagar,2.0,1255.0,2.0,42.54
5781,Raja Rajeshwari Nagar,2.0,1140.0,2.0,44.0
5782,Raja Rajeshwari Nagar,8.0,6000.0,8.0,215.0
5783,Raja Rajeshwari Nagar,2.0,1140.0,2.0,39.0
5784,Raja Rajeshwari Nagar,1.0,510.0,1.0,22.0
5785,Raja Rajeshwari Nagar,2.0,1187.0,2.0,40.14
5786,Raja Rajeshwari Nagar,2.0,1141.0,2.0,60.0
5790,Rajaji Nagar,3.0,1725.0,3.0,200.0
5793,Rajaji Nagar,4.0,3526.0,4.0,492.0
5794,Rajaji Nagar,6.0,1800.0,4.0,324.0
5796,Rajaji Nagar,4.0,3539.5,2.0,424.5
5797,Rajaji Nagar,5.0,2849.0,5.0,300.0
5800,Rajaji Nagar,2.0,1370.0,2.0,170.0
5802,Rajaji Nagar,4.0,3436.0,6.0,475.0
